record_id,season_end_year,player,squad,comp,primary_position,age,min_playing,position_group,kmeans_cluster,gmm_cluster,hdbscan_cluster,hierarchical_cluster,dbscan_cluster,ensemble_cluster,kmeans_role,gmm_role,hdbscan_role
160,2018,Sven Ulreich,Bayern Munich,Bundesliga,GK,28.0,2610.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
161,2018,Arturo Vidal,Bayern Munich,Bundesliga,MF,30.0,1456.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
162,2018,Vid Belec,Benevento,Serie A,GK,27.0,1113.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
163,2018,Enrico Brignola,Benevento,Serie A,MF,18.0,1347.0,MID,0,1,1,1,-1,1,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
164,2018,Alberto Brignoli,Benevento,Serie A,GK,25.0,1126.0,GK,1,2,0,0,-1,0,Clinical,Shot-Stopper/Pressing,Shot-Stopper
165,2018,Danilo Cataldi,Benevento,Serie A,MF,22.0,2282.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
166,2018,Raman Chibsah,Benevento,Serie A,MF,24.0,1048.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
167,2018,Massimo Coda,Benevento,Serie A,FW,28.0,1417.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
168,2018,Andrea Costa,Benevento,Serie A,DF,31.0,1375.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
169,2018,Marco D'Alessandro,Benevento,Serie A,MF,26.0,1043.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
170,2018,Gianluca Di Chiara,Benevento,Serie A,DF,23.0,1007.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
171,2018,Berat Djimsiti,Benevento,Serie A,DF,24.0,2700.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
172,2018,Guilherme,Benevento,Serie A,MF,26.0,944.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
173,2018,Gaetano Letizia,Benevento,Serie A,DF,27.0,2141.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
174,2018,Cristiano Lombardi,Benevento,Serie A,MF,21.0,1112.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
175,2018,Ledian Memushaj,Benevento,Serie A,MF,30.0,1258.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
176,2018,Christian Puggioni,Benevento,Serie A,GK,36.0,1179.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
177,2018,Bacary Sagna,Benevento,Serie A,DF,34.0,957.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
178,2018,Sandro,Benevento,Serie A,MF,28.0,1153.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
179,2018,Alin Toșca,Benevento,Serie A,DF,25.0,1170.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
180,2018,Lorenzo Venuti,Benevento,Serie A,DF,22.0,2390.0,DEF,2,1,6,1,-1,1,Defensive Defender/Pressing,Balanced Defender,Crossing Fullback/Pressing
181,2018,Nicolas Viola,Benevento,Serie A,MF,27.0,1850.0,MID,2,1,1,0,-1,0,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
182,2018,Filip Đuričić,Benevento,Serie A,MF,25.0,971.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
183,2018,Antonio Adán,Betis,La Liga,GK,30.0,2700.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
184,2018,Jordi Amat,Betis,La Liga,DF,25.0,2045.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
185,2018,Antonio Barragán,Betis,La Liga,DF,30.0,2373.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
186,2018,Marc Bartra,Betis,La Liga,DF,26.0,1420.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
187,2018,Ryad Boudebouz,Betis,La Liga,MF,27.0,1360.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
188,2018,Víctor Camarasa,Betis,La Liga,MF,23.0,1252.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
189,2018,Riza Durmisi,Betis,La Liga,DF,23.0,2080.0,DEF,0,1,5,0,-1,0,Crossing Fullback,Balanced Defender,Progressive Fullback/Clinical
190,2018,Zouhair Feddal,Betis,La Liga,DF,28.0,1257.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
191,2018,Junior Firpo,Betis,La Liga,DF,20.0,1189.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
192,2018,Javi García,Betis,La Liga,MF,30.0,2410.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
193,2018,Andrés Guardado,Betis,La Liga,MF,30.0,2264.0,MID,2,1,1,0,-1,0,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
194,2018,Francis Guerrero,Betis,La Liga,DF,21.0,993.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
195,2018,Joaquín,Betis,La Liga,MF,36.0,2479.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
196,2018,Sergio León,Betis,La Liga,FW,28.0,1978.0,FWD,2,2,8,1,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
197,2018,Aïssa Mandi,Betis,La Liga,DF,25.0,3024.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
198,2018,Loren Morón,Betis,La Liga,FW,23.0,1060.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
199,2018,Fabián Ruiz Peña,Betis,La Liga,MF,21.0,2659.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
200,2018,Cristian Tello,Betis,La Liga,FW,25.0,1693.0,FWD,1,1,5,0,-1,1,Balanced Forward,Balanced Forward,Pressing Forward/Defensive
201,2018,Sebastien De Maio,Bologna,Serie A,DF,30.0,2053.0,DEF,2,0,0,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
202,2018,Mattia Destro,Bologna,Serie A,FW,26.0,1617.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
203,2018,Federico Di Francesco,Bologna,Serie A,FW,23.0,1591.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
204,2018,Godfred Donsah,Bologna,Serie A,MF,21.0,1794.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
205,2018,Blerim Džemaili,Bologna,Serie A,MF,31.0,1193.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
206,2018,Giancarlo González,Bologna,Serie A,DF,29.0,1857.0,DEF,1,0,1,2,-1,0,Balanced Defender,Defensive Defender/Pressing,Balanced Defender
207,2018,Filip Helander,Bologna,Serie A,DF,24.0,2499.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
208,2018,Emil Krafth,Bologna,Serie A,DF,22.0,946.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
209,2018,Adam Masina,Bologna,Serie A,DF,23.0,2830.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
210,2018,Ibrahima Mbaye,Bologna,Serie A,DF,22.0,1760.0,DEF,2,0,-1,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Unassigned/Noise
211,2018,Antonio Mirante,Bologna,Serie A,GK,34.0,2970.0,GK,2,1,1,0,-1,0,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
212,2018,Rodrigo Palacio,Bologna,Serie A,FW,35.0,2065.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
213,2018,Andrea Poli,Bologna,Serie A,MF,27.0,2543.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
214,2018,Erick Pulgar,Bologna,Serie A,MF,23.0,2770.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
215,2018,Simone Verdi,Bologna,Serie A,FW,25.0,2827.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
216,2018,Martin Braithwaite,Bordeaux,Ligue 1,FW,26.0,914.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
217,2018,Benoît Costil,Bordeaux,Ligue 1,GK,30.0,3240.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
218,2018,Vukašin Jovanović,Bordeaux,Ligue 1,DF,21.0,1440.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
219,2018,François Kamano,Bordeaux,Ligue 1,FW,21.0,2014.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
220,2018,Jules Koundé,Bordeaux,Ligue 1,DF,18.0,1589.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
221,2018,Gaëtan Laborde,Bordeaux,Ligue 1,FW,23.0,957.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
222,2018,Lukas Lerager,Bordeaux,Ligue 1,MF,24.0,3283.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
223,2018,Malcom,Bordeaux,Ligue 1,FW,20.0,2856.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
224,2018,Soualiho Meïté,Bordeaux,Ligue 1,MF,23.0,1335.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
225,2018,Otávio,Bordeaux,Ligue 1,MF,23.0,1484.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
226,2018,Pablo,Bordeaux,Ligue 1,DF,26.0,1291.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
227,2018,Théo Pellenard,Bordeaux,Ligue 1,DF,23.0,1428.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
228,2018,Jaroslav Plašil,Bordeaux,Ligue 1,MF,35.0,1044.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
229,2018,Maxime Poundjé,Bordeaux,Ligue 1,DF,24.0,1703.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
230,2018,Nicolas de Préville,Bordeaux,Ligue 1,FW,26.0,1935.0,FWD,0,1,3,0,-1,0,Crossing Winger,Balanced Forward,Crossing Winger
231,2018,Youssouf Sabaly,Bordeaux,Ligue 1,DF,24.0,3093.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
232,2018,Younousse Sankharé,Bordeaux,Ligue 1,MF,27.0,1881.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
233,2018,Jérémy Toulalan,Bordeaux,Ligue 1,DF,33.0,1890.0,DEF,2,0,1,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Balanced Defender
234,2018,Nathan Aké,Bournemouth,Premier League,DF,22.0,3353.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
235,2018,Harry Arter,Bournemouth,Premier League,MF,27.0,960.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
236,2018,Asmir Begović,Bournemouth,Premier League,GK,30.0,3420.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
237,2018,Lewis Cook,Bournemouth,Premier League,MF,20.0,2237.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
238,2018,Steve Cook,Bournemouth,Premier League,DF,26.0,2767.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
239,2018,Charlie Daniels,Bournemouth,Premier League,DF,30.0,3002.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
240,2018,Jermain Defoe,Bournemouth,Premier League,FW,34.0,1088.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
241,2018,Simon Francis,Bournemouth,Premier League,DF,32.0,2705.0,DEF,2,2,0,2,-1,2,Defensive Defender/Pressing,Crossing Fullback,Defensive Defender
242,2018,Ryan Fraser,Bournemouth,Premier League,MF,23.0,2004.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
243,2018,Dan Gosling,Bournemouth,Premier League,MF,27.0,1947.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
244,2018,Jordon Ibe,Bournemouth,Premier League,MF,21.0,1995.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
245,2018,Joshua King,Bournemouth,Premier League,FW,25.0,2453.0,FWD,2,1,-1,2,-1,2,Clinical Finisher,Balanced Forward,Unassigned/Noise
246,2018,Marc Pugh,Bournemouth,Premier League,MF,30.0,985.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
247,2018,Adam Smith,Bournemouth,Premier League,DF,26.0,2071.0,DEF,0,1,-1,0,-1,0,Crossing Fullback,Balanced Defender,Unassigned/Noise
248,2018,Junior Stanislas,Bournemouth,Premier League,MF,27.0,1286.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
249,2018,Andrew Surman,Bournemouth,Premier League,MF,30.0,1856.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
250,2018,Callum Wilson,Bournemouth,Premier League,FW,25.0,1981.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
251,2018,Gaëtan Bong,Brighton,Premier League,DF,29.0,2236.0,DEF,1,0,-1,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Unassigned/Noise
252,2018,Bruno,Brighton,Premier League,DF,36.0,2016.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
253,2018,Shane Duffy,Brighton,Premier League,DF,25.0,3292.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
254,2018,Lewis Dunk,Brighton,Premier League,DF,25.0,3420.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
255,2018,Pascal Groß,Brighton,Premier League,FW,26.0,2928.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
256,2018,José Izquierdo,Brighton,Premier League,MF,25.0,1984.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
257,2018,Anthony Knockaert,Brighton,Premier League,MF,25.0,2421.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
258,2018,Solly March,Brighton,Premier League,MF,23.0,1851.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
259,2018,Glenn Murray,Brighton,Premier League,FW,33.0,2192.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
260,2018,Davy Pröpper,Brighton,Premier League,MF,25.0,3119.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
261,2018,Mathew Ryan,Brighton,Premier League,GK,25.0,3420.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
262,2018,Ezequiel Schelotto,Brighton,Premier League,DF,28.0,1318.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
263,2018,Dale Stephens,Brighton,Premier League,MF,28.0,3240.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
264,2018,Markus Suttner,Brighton,Premier League,DF,30.0,1179.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
265,2018,Scott Arfield,Burnley,Premier League,MF,28.0,1333.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
266,2018,Phil Bardsley,Burnley,Premier League,DF,32.0,1125.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
267,2018,Ashley Barnes,Burnley,Premier League,FW,27.0,2165.0,FWD,2,1,-1,2,-1,2,Clinical Finisher,Balanced Forward,Unassigned/Noise
268,2018,Jóhann Berg Guðmundsson,Burnley,Premier League,MF,26.0,2833.0,MID,2,0,0,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
269,2018,Robbie Brady,Burnley,Premier League,MF,25.0,1277.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
270,2018,Jack Cork,Burnley,Premier League,MF,28.0,3420.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
271,2018,Steven Defour,Burnley,Premier League,MF,29.0,1997.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
272,2018,Jeff Hendrick,Burnley,Premier League,FW,25.0,2331.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
273,2018,Aaron Lennon,Burnley,Premier League,MF,30.0,1118.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
274,2018,Kevin Long,Burnley,Premier League,DF,26.0,1440.0,DEF,1,1,0,2,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
275,2018,Matthew Lowton,Burnley,Premier League,DF,28.0,2295.0,DEF,2,0,6,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Crossing Fullback/Pressing
276,2018,Ben Mee,Burnley,Premier League,DF,27.0,2610.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
277,2018,Nick Pope,Burnley,Premier League,GK,25.0,3115.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
278,2018,James Tarkowski,Burnley,Premier League,DF,24.0,2790.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
279,2018,Charlie Taylor,Burnley,Premier League,DF,23.0,950.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
280,2018,Sam Vokes,Burnley,Premier League,FW,27.0,998.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
281,2018,Stephen Ward,Burnley,Premier League,DF,31.0,2460.0,DEF,2,0,5,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Progressive Fullback/Clinical
282,2018,Ashley Westwood,Burnley,Premier League,MF,27.0,1111.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
283,2018,Chris Wood,Burnley,Premier League,FW,25.0,1624.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
284,2018,Youssef Aït Bennasser,Caen,Ligue 1,MF,21.0,2047.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
285,2018,Vincent Bessat,Caen,Ligue 1,DF,31.0,1570.0,DEF,0,1,2,0,-1,0,Crossing Fullback,Balanced Defender,Crossing Fullback
286,2018,Damien Da Silva,Caen,Ligue 1,DF,29.0,2836.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
287,2018,Alexander Djiku,Caen,Ligue 1,DF,22.0,2520.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
288,2018,Julien Féret,Caen,Ligue 1,MF,35.0,3060.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
289,2018,Romain Genevois,Caen,Ligue 1,DF,29.0,1808.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
290,2018,Frederic Guilbert,Caen,Ligue 1,DF,22.0,3240.0,DEF,0,2,6,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback/Pressing
291,2018,Adama Mbengue,Caen,Ligue 1,DF,23.0,1595.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
292,2018,Stef Peeters,Caen,Ligue 1,MF,25.0,1109.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
293,2018,Jan Repas,Caen,Ligue 1,MF,20.0,902.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
294,2018,Ronny Rodelin,Caen,Ligue 1,FW,27.0,3161.0,FWD,0,0,-1,2,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
295,2018,Baissama Sankoh,Caen,Ligue 1,MF,25.0,1540.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
296,2018,Ivan Santini,Caen,Ligue 1,FW,28.0,2777.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
297,2018,Rémy Vercoutre,Caen,Ligue 1,GK,37.0,3103.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
298,2018,Marco Andreolli,Cagliari,Serie A,DF,31.0,1829.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
299,2018,Nicolò Barella,Cagliari,Serie A,MF,20.0,2955.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
300,2018,Leandro Castán,Cagliari,Serie A,DF,30.0,1141.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
301,2018,Luca Ceppitelli,Cagliari,Serie A,DF,27.0,2227.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
302,2018,Luca Cigarini,Cagliari,Serie A,MF,31.0,2024.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
303,2018,Alessio Cragno,Cagliari,Serie A,GK,23.0,2536.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
304,2018,Paolo Faragò,Cagliari,Serie A,DF,24.0,2457.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
305,2018,Diego Farias,Cagliari,Serie A,FW,27.0,1609.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
306,2018,Artur Ioniță,Cagliari,Serie A,MF,26.0,2669.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
307,2018,Simone Padoin,Cagliari,Serie A,DF,33.0,3103.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
308,2018,Leonardo Pavoletti,Cagliari,Serie A,FW,28.0,2719.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
309,2018,João Pedro,Cagliari,Serie A,MF,25.0,1656.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
310,2018,Fabio Pisacane,Cagliari,Serie A,DF,31.0,1927.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
311,2018,Filippo Romagna,Cagliari,Serie A,DF,20.0,1888.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
312,2018,Marco Sau,Cagliari,Serie A,FW,29.0,1311.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
313,2018,Sergio Álvarez,Celta Vigo,La Liga,GK,30.0,1476.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
314,2018,Iago Aspas,Celta Vigo,La Liga,FW,29.0,2936.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
315,2018,Rubén Blanco,Celta Vigo,La Liga,GK,22.0,1941.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
316,2018,Gustavo Cabral,Celta Vigo,La Liga,DF,31.0,1891.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
317,2018,Jonny Castro,Celta Vigo,La Liga,DF,23.0,3202.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
318,2018,Maxi Gómez,Celta Vigo,La Liga,FW,20.0,3068.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
319,2018,Sergi Gómez,Celta Vigo,La Liga,DF,25.0,2680.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
320,2018,Pablo Hernández,Celta Vigo,La Liga,MF,30.0,1819.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
321,2018,Jozabed,Celta Vigo,La Liga,MF,26.0,1473.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
322,2018,Stanislav Lobotka,Celta Vigo,La Liga,MF,22.0,3061.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
323,2018,Hugo Mallo,Celta Vigo,La Liga,DF,26.0,2999.0,DEF,0,2,6,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback/Pressing
324,2018,Brais Méndez,Celta Vigo,La Liga,MF,20.0,948.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
